,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,Price,year,City,Brand
553,2013 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,20040,,clean,manual,,,,20318,2013,corpuschristi,harleydavidson
554,2013 Harley-Davidson® FLHTCUTG - Tri Glide® Ultra Classic® Trike,,,,,,,,,24950,2013,dallas,harleydavidson
555,2013 Harley-Davidson® FLHTK - Ultra Limited,,,,,,,,,14490,2013,dallas,harleydavidson
556,2013 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,14950,2013,austin,harleydavidson
557,2013 Harley-Davidson® FLSTFB - Softail® Fat Boy® Lo 110th,,,,,,,,,13950,2013,dallas,harleydavidson
558,2013 Harley-Davidson® FLTRU - Road Glide® Ultra,,,,,,,,,15950,2013,austin,harleydavidson
559,2013 Harley-Davidson® FXDWG - Dyna® Wide Glide®,,,,,,,,,13950,2013,dallas,harleydavidson
560,2013 Harley-Davidson® VRSCDX - V-Rod® Night Rod® Special,,,,,,,,,13750,2013,dallas,harleydavidson
561,2013 Harley-Davidson® XL1200V - Sportster® Seventy-Two®,,,,,,,,,7699,2013,dallas,harleydavidson
562,2013 Honda CB 500F 500 F 500-F for $93/mo a month!,gas,5645,,clean,manual,excellent,,standard,4495,2013,dallas,harleydavidson
563,2013 Honda CBR1000REPD CBR 1000 REPD CBR-1000-REPD REPSOL,gas,17479,,clean,manual,excellent,,sport bike,11499,2013,corpuschristi,harleydavidson
564,2013 Honda CBR500R,,,,,,,,,4479,2013,dallas,harleydavidson
565,2013 Honda CRF150F,gas,600,white,clean,manual,good,150,dirtbike,3400,2013,austin,harleydavidson
566,2013 Honda CRF450R,gas,300,,,manual,,,,3700,2013,amarillo,honda
567,2013 Honda Ruckus - Stock,,,,,,,,,2200,2013,dallas,honda
568,2013 Honda® NC700X,gas,4896,silver,clean,other,,,,7750,2013,austin,honda
569,2013 KTM 250 XCF-W,gas,915,orange,clean,other,,,,4450,2013,austin,honda
570,2013 Kawasaki Ninja ZX10R ZX 10 R ZX-10-R Ninja ZX 10R Ninja ZX-10R,gas,17040,,clean,manual,excellent,,sport bike,9899,2013,dallas,honda
